zip,name,latitude,longitude
7080,"Eugies",50.3889,3.8851
7090,"Ronquières",50.6085,4.2208
7100,"La Louvière",50.4866,4.1879
7110,"Houdeng-Aimeries",50.4813,4.1455
7120,"Estinnes-Au-Val",50.4102,4.1048
7130,"Battignies",50.422,4.1353
7131,"Waudrez",50.4135,4.1505
7133,"Buvrinnes",50.3887,4.2054
7134,"Leval-Trahegnies",50.4213,4.2256
7140,"Morlanwelz",50.455,4.2452
7141,"Carnières",50.4443,4.2551
7160,"Godarville",50.495,4.287
7170,"La Hestre",50.4756,4.2474
7180,"Seneffe",50.5313,4.263
7181,"Petit-Roeulx-Lez-Nivelles",50.5542,4.3135
7190,"Ecaussinnes",50.5571,4.1738
7191,"Ecaussinnes-Lalaing",50.5687,4.184
7300,"Boussu",50.4342,3.7944
7301,"Hornu",50.4328,3.8274
7320,"Bernissart",50.4746,3.6496
7321,"Harchies",50.4796,3.6935
7322,"Ville-Pommeroeul",50.4715,3.7306
7330,"Saint-Ghislain",50.4482,3.8189
7331,"Baudour",50.483,3.8332
7332,"Neufmaison",50.5291,3.7941
7333,"Tertre",50.4692,3.8124
7334,"Villerot",50.4863,3.7905
7340,"Wasmes",50.4146,3.8471
7350,"Hainin",50.4295,3.7666
7370,"Blaugies",50.3722,3.8058
7380,"Quiévrain",50.4074,3.6835
7382,"Audregnies",50.3832,3.7213
7387,"Athis",50.3635,3.7745
7390,"Wasmuel",50.4449,3.8481
7500,"Ere",50.5823,3.3676
7501,"Orcq",50.6032,3.3492
7502,"Esplechin",50.5736,3.3043
7503,"Froyennes",50.6219,3.3546
7504,"Froidmont",50.5772,3.3296
7506,"Willemeau",50.5744,3.3503
7520,"Ramegnies-Chin",50.6516,3.337
7521,"Chercq",50.5884,3.4212
7522,"Marquain",50.6068,3.3209
7530,"Gaurain-Ramecroix",50.5892,3.488
7531,"Havinnes",50.6166,3.4634
7532,"Béclers",50.6212,3.5042
7533,"Thimougies",50.6336,3.5104
7534,"Maulde",50.6168,3.5488
7536,"Vaulx",50.5941,3.4295
7538,"Vezon",50.5692,3.5047
7540,"Kain",50.6387,3.3969
7542,"Mont-Saint-Aubert",50.6543,3.4007
7543,"Mourcourt",50.6532,3.4447
7548,"Warchin",50.6092,3.424
7600,"Péruwelz",50.5082,3.5937
7601,"Roucourt",50.5288,3.5863
7602,"Bury",50.5428,3.5939
7603,"Bon-Secours",50.498,3.6082
7604,"Brasménil",50.5411,3.5453
7608,"Wiers",50.5086,3.5347
7610,"Rumes",50.5545,3.3054
7611,"La Glanerie",50.5299,3.3009
7618,"Taintignies",50.5528,3.3422
7620,"Bléharies",50.5126,3.4125
7621,"Lesdain",50.5213,3.3874
7622,"Laplaigne",50.5219,3.4473
7623,"Rongy",50.5072,3.3895
7624,"Howardries",50.5065,3.356
7640,"Antoing",50.5677,3.4492
7641,"Bruyelle",50.558,3.4279
7642,"Calonne",50.5777,3.4351
7643,"Fontenoy",50.5676,3.4735
7700,"Mouscron",50.745,3.2064
7711,"Dottignies",50.7333,3.3
7712,"Herseaux",50.7167,3.2167
7730,"Saint-Léger",50.7059,3.3144
7740,"Warcoing",50.7045,3.3462
7742,"Hérinnes-Lez-Pecq",50.7006,3.3632
7743,"Esquelmes",50.6655,3.3483
7750,"Russeignies",50.7445,3.5316
7760,"Pottes",50.7329,3.407
7780,"Comines-Warneton",50.7607,3.0017
7781,"Houthem",50.7869,2.9638
7782,"Ploegsteert",50.7266,2.8802
7783,"Bizet",50.7083,2.8845
7784,"Warneton",50.7516,2.9464
7800,"Ath",50.6294,3.778
7801,"Irchonwelz",50.6207,3.7508
7802,"Ormeignies",50.595,3.7518
7803,"Bouvignies",50.6463,3.7657
7804,"Ostiches",50.6786,3.759
7810,"Maffle",50.6179,3.8032
7811,"Arbre",50.6104,3.8152
7812,"Mainvault",50.6491,3.7175
7822,"Ghislenghien",50.6565,3.8783
7823,"Gibecq",50.6379,3.8878
7830,"Bassilly",50.6763,3.9339
7850,"Petit-Enghien",50.6833,4.0833
7860,"Lessines",50.711,3.8358
7861,"Wannebecq",50.6935,3.7993
7862,"Ogy",50.7207,3.7805
7863,"Ghoy",50.7283,3.8098
7864,"Deux-Acren",50.7303,3.8531
7866,"Bois-De-Lessines",50.6966,3.8961
7870,"Cambron-Saint-Vincent",50.5849,3.9219
7880,"Flobecq",50.7373,3.7388
7890,"Ellezelles",50.7351,3.6798
7900,"Leuze-En-Hainaut",50.6255,3.6314
7901,"Thieulain",50.6181,3.6051
7903,"Chapelle-À-Oie",50.5961,3.6717
7904,"Tourpes",50.5733,3.6509
7906,"Gallaix",50.6051,3.5737
7910,"Arc-Wattripont",50.6906,3.5568
7911,"Montroeul-Au-Bois",50.6446,3.5956
7912,"Dergneau",50.714,3.58
7940,"Brugelette",50.5958,3.8536
7941,"Attre",50.6073,3.8392
7942,"Mévergnies-Lez-Lens",50.6049,3.8485
7943,"Gages",50.6069,3.8914
7950,"Chièvres",50.5879,3.8071
7951,"Tongre-Notre-Dame",50.582,3.7762
7970,"Beloeil",50.5505,3.7348
7971,"Wadelincourt",50.5377,3.6487
7972,"Aubechies",50.5742,3.6765
7973,"Grandglise",50.5057,3.6963
4000,"Rocourt",50.6758,5.5462
4020,"Wandre",50.6677,5.6596
4030,"Grivegnée",50.6215,5.611
4031,"Angleur",50.6113,5.5994
4032,"Chênée",50.612,5.6141
4040,"Herstal",50.6642,5.6235
4041,"Vottem",50.6716,5.5769
4042,"Liers",50.694,5.5646
4050,"Chaudfontaine",50.5828,5.6341
4051,"Vaux-Sous-Chèvremont",50.603,5.6335
4052,"Beaufays",50.5588,5.6388
4053,"Embourg",50.5904,5.6068
4100,"Boncelles",50.5711,5.5363
4101,"Jemeppe-Sur-Meuse",50.617,5.4985
4102,"Ougrée",50.6015,5.5444
4120,"Neupré",50.5439,5.4801
4121,"Neuville-En-Condroz",50.5529,5.4508
4122,"Plainevaux",50.5456,5.5233
4130,"Esneux",50.536,5.5678
4140,"Sprimont",50.5092,5.6595
4141,"Louveigné",50.532,5.7084
4160,"Anthisnes",50.4832,5.519
4161,"Villers-Aux-Tours",50.4983,5.5163
4162,"Hody",50.4864,5.5029
4163,"Tavier",50.4963,5.4706
4170,"Comblain-Au-Pont",50.4749,5.5771
4171,"Poulseur",50.5091,5.5786
4180,"Comblain-La-Tour",50.4534,5.5691
4181,"Filot",50.4254,5.5674
4190,"Werbomont",50.3807,5.6822
4210,"Marneffe",50.5805,5.1449
4217,"Lavoir",50.5505,5.1195
4218,"Couthuin",50.5316,5.1232
4219,"Meeffe",50.6068,5.0177
4250,"Hollogne-Sur-Geer",50.6765,5.2043
4252,"Omal",50.656,5.1998
4253,"Darion",50.665,5.1867
4254,"Ligney",50.6618,5.1824
4257,"Rosoux-Crenwick",50.7072,5.1895
4260,"Braives",50.6174,5.133
4261,"Latinne",50.6252,5.1646
4263,"Tourinne",50.6389,5.1752
4280,"Thisnes",50.6658,5.0438
4287,"Racour",50.7392,5.0281
4300,"Grand-Axhe",50.6808,5.2298
4317,"Faimes",50.6625,5.26
4340,"Fooz",50.6754,5.4362
4342,"Hognoul",50.6818,5.4539
4347,"Noville",50.6598,5.382
4350,"Momalle",50.6859,5.3759
4351,"Hodeige",50.6963,5.3416
4357,"Haneffe",50.6384,5.3201
4360,"Otrange",50.736,5.3786
4367,"Thys",50.7224,5.3909
4400,"Awirs",50.6001,5.4063
4420,"Tilleur",50.618,5.5428
4430,"Ans",50.6623,5.5203
4431,"Loncin",50.6665,5.5051
4432,"Alleur",50.6747,5.5132
4450,"Juprelle",50.7076,5.5313
4451,"Voroux-Lez-Liers",50.6875,5.5544
4452,"Paifve",50.7282,5.5234
4453,"Villers-Saint-Siméon",50.7112,5.5389
4458,"Fexhe-Slins",50.7203,5.5697
4460,"Grâce-Berleur",50.6403,5.5033
4470,"Saint-Georges-Sur-Meuse",50.6001,5.3574
4480,"Hermalle-Sous-Huy",50.5592,5.3639
4500,"Ben-Ahin",50.5041,5.1868
4520,"Wanze",50.5391,5.2085
4530,"Fize-Fontaine",50.5852,5.284
4537,"Seraing-Le-Château",50.621,5.2982
4540,"Ombret",50.5422,5.3338
4550,"Villers-Le-Temple",50.5086,5.3708
4557,"Soheit-Tinlot",50.4838,5.3886
4560,"Terwagne",50.4443,5.3483
4570,"Marchin",50.4671,5.2428
4577,"Strée-Lez-Huy",50.4904,5.3235
4590,"Ouffet",50.4387,5.4657
4600,"Lixhe",50.7544,5.6803
4601,"Argenteau",50.7021,5.6845
4602,"Cheratte",50.6824,5.6695
4606,"Saint-André",50.6954,5.7534
4607,"Berneau",50.7424,5.7306
4608,"Warsage",50.7352,5.7688
4610,"Bellaire",50.6445,5.6658
4620,"Fléron",50.6152,5.6806
4621,"Retinne",50.6308,5.6982
4623,"Magnée",50.5998,5.6883
4624,"Romsée",50.6109,5.6646
4630,"Soumagne",50.6139,5.7468
4631,"Evegnée",50.6422,5.7074
4632,"Cérexhe-Heuseux",50.6541,5.726
4633,"Melen",50.6462,5.7359
4650,"Grand-Rechain",50.6076,5.8111
4651,"Battice",50.6473,5.821
4652,"Xhendelesse",50.6049,5.778
4653,"Bolland",50.6616,5.7604
4654,"Charneux",50.5471,5.9546
4670,"Trembleur",50.6954,5.726
4671,"Saive",50.6532,5.6852
4672,"Saint-Remy",50.6956,5.7041
4680,"Oupeye",50.7118,5.6468
4681,"Hermalle-Sous-Argenteau",50.7123,5.6775
4682,"Heure-Le-Romain",50.7316,5.6329
4683,"Vivegnis",50.6924,5.6476
4684,"Haccourt",50.7309,5.6696
4690,"Bassenge",50.7588,5.6099
4700,"Eupen",50.6279,6.0365
4701,"Kettenis",50.6476,6.0469
4710,"Lontzen",50.6813,6.0071
4711,"Walhorn",50.675,6.0461
4720,"La Calamine",50.7181,6.0111
4721,"Neu-Moresnet",50.7158,6.0212
4728,"Hergenrath",50.7091,6.0309
4730,"Hauset",50.7107,6.0697
4731,"Eynatten",50.6924,6.0835
4750,"Butgenbach",50.4269,6.205
4760,"Bullange",50.4073,6.2575
4761,"Rocherath",50.4371,6.3005
4770,"Meyerode",50.3282,6.1878
4771,"Heppenbach",50.3626,6.2183
4780,"Saint-Vith",50.2815,6.1272
4782,"Schoenberg",50.2892,6.265
4783,"Lommersweiler",50.24,6.165
4784,"Crombach",50.26,6.0675
4790,"Burg-Reuland",50.1957,6.1345
4791,"Thommen",50.2192,6.0742
4800,"Ensival",50.5805,5.8493
4801,"Stembert",50.5911,5.894
4802,"Heusy",50.5746,5.8662
4820,"Dison",50.61,5.8534
4821,"Andrimont",50.4392,5.8907
4830,"Limbourg",50.6122,5.9412
4831,"Bilstain",50.6221,5.9209
4834,"Goé",50.6066,5.9561
4837,"Membach",50.6191,5.9951
4840,"Welkenraedt",50.6605,5.9703
4841,"Henri-Chapelle",50.6769,5.9301
4845,"Sart-Lez-Spa",50.5287,5.8842
4850,"Montzen",50.7079,5.9622
4851,"Gemmenich",50.7461,5.9951
4852,"Hombourg",50.7226,5.9205
4860,"Cornesse",50.5727,5.7961
4861,"Soiron",50.5913,5.7909
4870,"Fraipont",50.5652,5.7222
4877,"Olne",50.5899,5.7466
4880,"Aubel",50.7019,5.8581
4890,"Thimister-Clermont",50.6537,5.8643
4900,"Spa",50.4838,5.8667
4910,"Theux",50.5332,5.8125
4920,"Sougné-Remouchamps",50.4824,5.7076
4950,"Waimes",50.4149,6.1121
4960,"Malmedy",50.4269,6.0279
4970,"Stavelot",50.395,5.9312
4980,"Wanne",50.355,5.9208
4983,"Basse-Bodeux",50.3577,5.8277
4987,"Chevron",50.3807,5.7314
4990,"Lierneux",50.2848,5.7924
6600,"Villers-La-Bonne-Eau",49.9352,5.7463
6630,"Martelange",49.8319,5.7365
6637,"Tintange",49.8783,5.7518
6640,"Nives",49.9128,5.6014
6642,"Juseret",49.8802,5.5493
6660,"Houffalize",50.1324,5.7896
6661,"Tailles",50.2267,5.7466
6662,"Tavigny",50.1085,5.8379
6663,"Mabompré",50.099,5.7398
6666,"Wibrin",50.1655,5.7211
6670,"Gouvy",50.186,5.9392
6671,"Bovigny",50.2242,5.9169
6672,"Beho",50.2206,5.9981
6673,"Cherain",50.18,5.8652
6674,"Montleban",50.1895,5.8354
6680,"Amberloup",50.0312,5.5298
6681,"Lavacherie",50.0528,5.5109
6686,"Flamierge",50.0332,5.6029
6687,"Bertogne",50.0836,5.6669
6688,"Longchamps",50.0534,5.6903
6690,"Vielsalm",50.2841,5.915
6692,"Petit-Thier",50.3071,5.9678
6698,"Grand-Halleux",50.3258,5.9072
6700,"Heinsch",49.6999,5.7467
6704,"Guirsch",49.7183,5.8521
6706,"Autelbas",49.6481,5.868
6717,"Tontelange",49.7265,5.8112
6720,"Hachy",49.7016,5.6803
6721,"Anlier",49.7714,5.6201
6723,"Habay-La-Vieille",49.7233,5.62
6724,"Rulles",49.7181,5.5596
6730,"Saint-Vincent",49.677,5.4752
6740,"Etalle",49.6738,5.6002
6741,"Vance",49.6716,5.6657
6742,"Chantemelle",49.6527,5.6523
6743,"Buzenol",49.6439,5.5947
6747,"Meix-Le-Tige",49.6162,5.7181
6750,"Musson",49.5583,5.7053
6760,"Ruette",49.5367,5.5958
6761,"Latour",49.5574,5.5706
6762,"Saint-Mard",49.554,5.5343
6767,"Rouvroy",49.5377,5.4903
6769,"Meix-Devant-Virton",49.6058,5.4804
6780,"Hondelange",49.6333,5.8333
6781,"Sélange",49.6093,5.8505
6782,"Habergy",49.6147,5.7601
6790,"Aubange",49.5665,5.8049
6791,"Athus",49.5648,5.8374
6792,"Rachecourt",49.5919,5.7253
6800,"Libramont-Chevigny",49.9496,5.4292
6810,"Izel",49.6937,5.3738
6811,"Les Bulles",49.7046,5.4238
6812,"Suxy",49.7644,5.3997
6813,"Termes",49.7066,5.4574
6820,"Fontenoille",49.7152,5.2334
6821,"Lacuisine",49.7159,5.3177
6823,"Villers-Devant-Orval",49.6195,5.3305
6824,"Chassepierre",49.7073,5.2618
6830,"Les Hayons",49.8128,5.1456
6831,"Noirfontaine",49.9619,5.5136
6832,"Sensenruth",49.8249,5.0746
6833,"Ucimont",49.8308,5.0544
6834,"Bellevaux",49.8403,5.1104
6836,"Dohan",49.7958,5.1416
6838,"Corbion",49.7977,5.0074
6840,"Hamipré",49.8373,5.4569
6850,"Carlsbourg",49.895,5.081
6851,"Nollevaux",49.8713,5.1213
6852,"Maissin",49.9648,5.1782
6853,"Framont",49.9192,5.16
6856,"Fays-Les-Veneurs",49.8661,5.1612
6860,"Witry",49.8594,5.6128
6870,"Hatrival",50.006,5.3482
6880,"Jehonville",49.9066,5.2003
6887,"Herbeumont",49.7809,5.2358
6890,"Smuid",50.0184,5.2666
6900,"Marche-En-Famenne",50.2268,5.3442
6920,"Wellin",50.0813,5.1141
6921,"Chanly",50.0797,5.1529
6922,"Halma",50.076,5.1351
6924,"Lomprez",50.0762,5.0914
6927,"Grupont",50.0913,5.2813
6929,"Haut-Fays",50.0016,5.0175
6940,"Grandhan",50.3294,5.41
6941,"Bomal-Sur-Ourthe",50.3763,5.5238
6950,"Harsin",50.1734,5.3477
6951,"Bande",50.1664,5.4144
6952,"Grune",50.1552,5.3816
6953,"Forrières",50.1313,5.2827
6960,"Harre",50.3516,5.6574
6970,"Tenneville",50.095,5.5289
6971,"Champlon",50.1082,5.5019
6972,"Erneuville",50.1129,5.5495
6980,"Beausaint",50.1681,5.5486
6982,"Samrée",50.2104,5.6344
6983,"Ortho",50.1248,5.6132
6984,"Hives",50.1507,5.5774
6986,"Halleux",50.1732,5.501
6987,"Hodister",50.2008,5.4948
6990,"Hotton",50.2674,5.4461
6997,"Mormont",50.3257,5.5926
5000,"Beez",50.4686,4.9117
5001,"Belgrade",50.4714,4.8293
5002,"Saint-Servais",50.4763,4.8366
5003,"Saint-Marc",50.4922,4.8475
5004,"Bouge",50.4719,4.8922
5020,"Vedrin",50.5027,4.876
5021,"Boninne",50.4944,4.9323
5022,"Cognelée",50.5145,4.9075
5024,"Gelbressée",50.5061,4.9555
5030,"Gembloux",50.5615,4.6989
5031,"Grand-Leez",50.5839,4.7751
5032,"Bossière",50.5185,4.6961
5060,"Auvelais",50.4504,4.6323
5070,"Sart-Saint-Laurent",50.4024,4.7422
5080,"Emines",50.513,4.8441
5081,"Meux",50.5522,4.801
5100,"Wépion",50.4215,4.864
5101,"Lives-Sur-Meuse",50.4656,4.9242
5140,"Sombreffe",50.5287,4.6009
5150,"Floreffe",50.4345,4.7596
5170,"Lustin",50.3788,4.8987
5190,"Onoz",50.4922,4.6699
5300,"Vezin",50.4962,5.009
5310,"Mehaigne",50.5948,4.8759
5330,"Sart-Bernard",50.4021,4.9593
5332,"Crupet",50.3496,4.9613
5333,"Sorinne-La-Longue",50.3893,5.025
5334,"Florée",50.3748,5.0691
5336,"Courrière",50.3802,4.9861
5340,"Haltinne",50.4512,5.0773
5350,"Evelette",50.4117,5.1744
5351,"Haillot",50.4425,5.1541
5352,"Perwez-Haillot",50.4528,5.1721
5353,"Goesnes",50.4403,5.2207
5354,"Jallet",50.4432,5.1836
5360,"Natoye",50.3429,5.058
5361,"Scy",50.3061,5.207
5362,"Achet",50.3335,5.1752
5363,"Emptinne",50.3252,5.1213
5364,"Schaltin",50.3595,5.1254
5370,"Jeneffe",50.3546,5.2414
5372,"Méan",50.3631,5.3355
5374,"Maffe",50.3538,5.3121
5376,"Miécret",50.3666,5.2516
5377,"Somme-Leuze",50.337,5.3671
5380,"Hingeon",50.5258,5.0072
5500,"Dréhance",50.2371,4.9439
5501,"Lisogne",50.2809,4.9708
5502,"Thynes",50.2799,4.9912
5503,"Sorinnes",50.2592,4.9813
5504,"Foy-Notre-Dame",50.2472,4.9899
5520,"Onhaye",50.2415,4.8407
5521,"Serville",50.2503,4.7802
5522,"Falaën",50.2788,4.7938
5523,"Sommière",50.2754,4.8493
5524,"Gérin",50.2465,4.8155
5530,"Yvoir",50.3279,4.8806
5537,"Anhée",50.3104,4.8783
5540,"Waulsort",50.2037,4.8663
5541,"Hastière-Par-Delà",50.2149,4.8295
5542,"Blaimont",50.1923,4.8423
5543,"Heer",50.1637,4.8321
5544,"Agimont",50.1659,4.7958
5550,"Orchimont",49.8939,4.9277
5555,"Bellefontaine",49.9175,4.9735
5560,"Finnevaux",50.1577,4.9429
5561,"Celles",50.2305,5.0066
5562,"Custinne",50.2106,5.0489
5563,"Hour",50.1613,5.0388
5564,"Wanlin",50.1599,5.062
5570,"Beauraing",50.1104,4.9555
5571,"Wiesme",50.1484,4.9772
5572,"Focant",50.1319,5.038
5573,"Martouzin-Neuville",50.1177,5.0063
5574,"Pondrôme",50.0992,5.0096
5575,"Malvoisin",50.0115,4.9623
5576,"Froidfontaine",50.06,5.0003
5580,"Wavreille",50.1212,5.2483
5590,"Pessoux",50.2833,5.1703
5600,"Franchimont",50.1891,4.6381
5620,"Florennes",50.2513,4.6064
5621,"Hanzinelle",50.2961,4.5563
5630,"Cerfontaine",50.1705,4.4103
5640,"Biesme",50.3401,4.6105
5641,"Furnaux",50.3081,4.7051
5644,"Ermeton-Sur-Biert",50.2976,4.7194
5646,"Stave",50.2801,4.6591
5650,"Chastrès",50.267,4.4548
5651,"Somzée",50.2951,4.4821
5660,"Pétigny",50.0574,4.5331
5670,"Nismes",50.0752,4.5477
5680,"Vaucelles",50.1135,4.7433
